-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,37.592,61.3007,97.332,92.454,32.3257,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,58.0127,6.82267,0.747667,0,61.3133,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,37.0407,47.301,61.6113,0,41.9037,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6.29167,3.00267,27.2577,38.3363,16.7517,0.842667,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0.938667,0.421333,0.426333,1.241,0.418333,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
